ID,Dim,Size,Skylight,Entrance,Openings,Legs,Texture
898,13.641754,,None,Ground,2,,Two-Color-Twentyeight
899,32.42468,,None,Ramp,2,,Two-Color-Six
900,24.32108,,Skylight,Ground,5,,Two-Color-Twentysix
901,17.866708,,Skylight,Ground,0,,Two-Color-Twentyone
902,18.499368,,None,Ramp,3,,Two-Color-Thirty
903,42.468451,,Skylight,Ground,0,,Two-Color-Fourteen
904,25.381917,,Skylight,Ramp,4,,Two-Color-Four (1)
905,14.84292,,None,Ground,0,,Two-Color-Thirteen
906,30.081146,,Skylight,Ramp,0,,Two-Color-Twenty
907,23.865122,,None,Ramp,2,,Two-Color-Twelve
908,19.282623,,Skylight,Ground,0,,Two-Color-Twentyfour
909,22.670844,,Skylight,Ramp,3,,Two-Color-Twentyfive
910,37.320818,,Skylight,Ramp,5,,Two-Color-Seven
911,16.217307,,None,Ground,2,,Two-Color-Nine
912,19.397138,,Skylight,Ground,0,,Two-Color-Nineteen
913,31.591847,,None,Ramp,2,,Two-Color-Five
914,19.194543,,Skylight,Ground,5,,Two-Color-Ten
915,18.919057,,Skylight,Ground,0,,Two-Color-Nineteen
916,21.69716,,None,Ramp,3,,Two-Color-Seven
917,23.431197,,Skylight,Ground,5,,Two-Color-Three
918,34.064212,,None,Ramp,4,,Two-Color-Eight
919,19.370423,,Skylight,Ground,3,,Two-Color-Twentytwo
920,17.624763,,Skylight,Ground,0,,Two-Color-Twentthree
921,14.443142,,None,Ground,0,,Two-Color-Seven
922,43.015339,,Skylight,Ramp,5,,Two-Color-Thirtytwo (1)
923,22.915375,,None,Ramp,0,,Two-Color-Five
924,20.52067,,None,Ramp,4,,Two-Color-Three
925,14.045868,,None,Ground,3,,Two-Color-Eighteen
926,39.348406,,None,Ramp,6,,Two-Color-Twentyone
927,17.12783,,None,Ground,3,,Two-Color-Thirty
928,22.8949,,None,Ramp,2,,Two-Color-Twentthree
929,13.997841,,None,Ground,2,,Two-Color-Four (1)
930,16.175562,,None,Ground,0,,Two-Color-Seven
931,18.40542,,Skylight,Ground,2,,Two-Color-Twentyfive
932,34.999639,,None,Spiral,3,,Two-Color-Eleven
933,15.33016,,None,Ground,3,,Two-Color-Twelve
934,30.957709,,None,Ground,2,,Two-Color-Twentysix
935,24.823717,,Skylight,Ramp,0,,Two-Color-Six
936,29.596144,,None,Ground,0,,Two-Color-Fourteen
937,25.636857,,Skylight,Spiral,4,,Two-Color-Eight
938,37.864133,,None,Ramp,5,,Two-Color-Thirty
939,22.930829,,Skylight,Ground,0,,Two-Color-Twentyeight
940,19.247844,,None,Ramp,0,,Two-Color-Twentyfour
941,18.028203,,None,Ramp,0,,Two-Color-Two
942,19.651461,,Skylight,Ground,0,,Two-Color-Nine
943,19.356649,,Skylight,Ground,0,,Two-Color-Twelve
944,41.985042,,Skylight,Ramp,0,,Two-Color-Twenty
945,21.28108,,None,Ramp,0,,Two-Color-Twentyfive
946,13.584149,,None,Ground,0,,Two-Color-Eleven
947,28.755722,,Skylight,Ramp,5,,Two-Color-Thirtyone
948,19.391044,,Skylight,Ground,0,,Two-Color-Eleven
949,23.158505,,Skylight,Ground,0,,Two-Color-Five
950,29.843577,,None,Ground,4,,Two-Color-Twentytwo
951,20.847263,,None,Ramp,2,,Two-Color-Eighteen
952,26.337267,,None,Ground,5,,Two-Color-Eight
953,13.307705,,None,Ground,0,,Two-Color-Twentyfour
954,24.776663,,Skylight,Ramp,0,,Two-Color-Eight
955,14.226794,,None,Ground,0,,Two-Color-Twentynine
956,23.004979,,Skylight,Ground,0,,Two-Color-Nine
957,14.584075,,None,Ground,2,,Two-Color-Twentthree
958,41.640916,,None,Ramp,0,,Two-Color-Fourteen
959,28.945732,,Skylight,Ramp,0,,Two-Color-Twelve
960,38.572459,,Skylight,Ground,0,,Two-Color-Four (1)
961,46.118185,,Skylight,Ground,0,,Two-Color-Thirty
962,18.292879,,Skylight,Ground,3,,Two-Color-Three
963,18.859639,,None,Ramp,2,,Two-Color-Eight
964,14.554662,,None,Ground,0,,Two-Color-Sixteen
965,25.504717,,None,Ground,0,,Two-Color-Eight
966,23.876035,,Skylight,Ramp,0,,Two-Color-Twentytwo
967,47.323697,,Skylight,Ramp,0,,Two-Color-Seven
968,14.034139,,None,Ground,0,,Two-Color-Three
969,17.57267,,None,Ground,0,,Two-Color-Thirty
970,13.966016,,None,Ground,2,,Two-Color-Seventeen
971,39.32484,,Skylight,Ground,0,,Two-Color-Nineteen
972,19.07976,,Skylight,Ground,4,,Two-Color-Three
973,22.504809,,Skylight,Ground,0,,Two-Color-Eight
974,26.033368,,Skylight,Ramp,3,,Two-Color-Twentyfive
975,17.935096,,None,Ground,3,,Two-Color-Twentthree
976,18.057606,,Skylight,Ground,0,,Two-Color-Fiveteen
977,42.795393,,Skylight,Ramp,0,,Two-Color-Twentyfour
978,44.5568,,Skylight,Ramp,0,,Two-Color-Twentyfive
979,35.277389,,None,Ramp,4,,Two-Color-Twentyfour
980,20.061726,,None,Spiral,0,,Two-Color-Twentthree
981,13.813279,,None,Ground,1,,Two-Color-Eight
982,16.500708,,None,Ground,3,,Two-Color-Two
983,24.535484,,None,Spiral,1,,Two-Color-One
984,34.685686,,None,Ground,4,,Two-Color-Fiveteen
985,19.32804,,Skylight,Ground,3,,Two-Color-Twenty
986,17.544522,,None,Ground,0,,Two-Color-Twentyfive
987,36.12022,,Skylight,Ground,0,,Two-Color-Eighteen
988,18.468769,,None,Ramp,2,,Two-Color-Twentytwo
989,36.405835,,Skylight,Ground,0,,Two-Color-Thirtyone
990,28.458845,,Skylight,Ramp,4,,Two-Color-Twentynine
991,19.49048,,Skylight,Ground,4,,Two-Color-Thirtyone
992,24.961101,,Skylight,Ramp,3,,Two-Color-One
993,33.695617,,None,Ground,0,,Two-Color-Five
994,33.357996,,None,Ground,4,,Two-Color-Twentyeight
995,14.553212,,None,Ground,2,,Two-Color-Thirtythree
996,22.057982,,None,Ramp,1,,Two-Color-Twelve
997,,,,,,,
998,,,,,,,
999,,,,,,,
